id,text,course,teacher,label,source_label
138,Basic course with videos running too fast......,Coursera Online Course,Coursera Instructor,neutral,1
139,There is practically nothing in this course to learn. It can be termed as a introduction to the specialization,Coursera Online Course,Coursera Instructor,neutral,1
140,"it was a great course, it helped me a lot reviewing my English grammar. I appreciate for everything and I will recommend this course to everyone who wants to write better the English language. Thanks",Coursera Online Course,Coursera Instructor,positive,2
141,"Good. One more written assignment would have been good (the one in week 2 was great), and perhaps more incentives or reminders to use the forum. Some of the reading seemed rather hard going and academic and theoretical, but the course was good as an intro to issues related to public policy, getting to know the keywords used, and showing the systemic shifts in cities over the last 2 decades towards a more multi stakeholder approach for a more decarbonated economy.",Coursera Online Course,Coursera Instructor,neutral,1
142,"A lot of material is presented here which is both good and bad. You will find yourself googling a lot of things as the videos cover certain aspects quite quickly, even some that are important to the assignments.If you have the time to research some of the concepts on your own I say go for it. However, if you don't have much time or you are a complete beginner I would maybe try something else.",Coursera Online Course,Coursera Instructor,neutral,1
143,"Very basic the first week, good introduction the second and awesome after the third. 3 starts represent the median value",Coursera Online Course,Coursera Instructor,neutral,1
144,Material was interesting. Did not enjoy the teaching method of Prof. Caffo. Very scripted and skips way too fast through some of the equations and R code he's trying to teach.,Coursera Online Course,Coursera Instructor,neutral,1
145,"Perhaps it's just that I'm not a part of the target audience of this course, but I am deeply dissatisfied with it. Aside from a couple of rare interviews and old video records [which admittedly were very interesting, though too few], I found nothing of value that cannot be learned by reading Wikipedia or other easily accessible sources. The course is pretty light on technical details and there could [and perhaps should] have been much more beyond-the-scenes content, as well as references to specific documents and events in order to justify this course's existence.In other words, if you are a techie and are indeed interested in this topic, chances are that you already know most of the material taught.",Coursera Online Course,Coursera Instructor,negative,0
146,"This course lacks a level of professionalism. The splicing of the videos is bad, and for me actual video of how t",Coursera Online Course,Coursera Instructor,negative,0
147,"The information was quite was good, but the practice and assignments were too easy. Thanks for providing full explanations and a set of in-video examples for every rule.",Coursera Online Course,Coursera Instructor,neutral,1
148,"A good course, I always know some of these idea in the course, but not systematically, so I tend to ignore them. Now I know that how to learn and those idea works. I am sure this course shall help me out of the mud and haze of thinking.",Coursera Online Course,Coursera Instructor,positive,2
149,Good introduction to PM,Coursera Online Course,Coursera Instructor,positive,2
150,"This is a great course for everyone, I am a 28 year old Industrial and Systems Engineer about to start an MBA program in one of the most recognized Universities in Europe, and I am sure the tips and tricks taught in this course by Barbara and Terry will be of great help for this new endevour and the rest of my life without a doubt. I recommend this course to anyone who wants to keep learning anything the rest of their lives! This should be the very first thing teachers teach in school! I´ve been learning wrong all of my life. Thank you for sharing your knowledge and keep up the good work! Best Regards. JCC",Coursera Online Course,Coursera Instructor,positive,2
151,"None of the previous classes will prepare you for this one. This is not really a class, but rather a project on a topic NEVER covered in any of the previous classes in this specialization.",Coursera Online Course,Coursera Instructor,negative,0
152,"In my opinion, this course was way too theoretical. I wish we had more examples and practical exercises. After four courses in a row I was expecting much more skills rather than theoretical discussions all the way long.",Coursera Online Course,Coursera Instructor,neutral,1
153,"since there is a lot of math involved, there should be some carefully written readings. (not only slides or phd thesis)",Coursera Online Course,Coursera Instructor,negative,0
154,its all reading no lectures..was boring,Coursera Online Course,Coursera Instructor,neutral,1
155,very tough to catch up.,Coursera Online Course,Coursera Instructor,negative,0
156,Perfect guided course. The only handicap to me is the accent of the speaking English. I hardly understand what they are saying without subtitles.Thx for your all precious effort.,Coursera Online Course,Coursera Instructor,negative,0
157,I am dropping this course. don't e-mail any more for this course. How do I unroll in this course.,Coursera Online Course,Coursera Instructor,negative,0
158,At the beginning I wasn't sure about the teacher but he turned out to be amazing!,Coursera Online Course,Coursera Instructor,positive,2
159,I had a hard time finding material to study.I wish the class had more reading material.,Coursera Online Course,Coursera Instructor,neutral,1
160,Good course for learning the basic on data visualization.,Coursera Online Course,Coursera Instructor,positive,2
161,I found Week 2: Binary Classification really confusing. It was just not clear. Specifics were not given. Definitions were not given. Poorly instructed.,Coursera Online Course,Coursera Instructor,negative,0
162,The assignments were not very challenging nor were the lectures very in depth.,Coursera Online Course,Coursera Instructor,neutral,1
163,For those of you who want to have a better insight about terrorism and counter-terrorism..Already welcome to all the new fellow students..,Coursera Online Course,Coursera Instructor,positive,2
164,Over the top,Coursera Online Course,Coursera Instructor,positive,2
165,This was a great course and I wasn't expecting to learn as much as I did. Prof. Chaikin is one of the most clear and concise teachers I've had the pleasure to have. The quality of the course is awesome and I recommend it to anyone who wants to get a grasp of Web Development.,Coursera Online Course,Coursera Instructor,positive,2
166,"Last assignment was *painful*: Poorly described instructions, outcomes/outpu; the grader was opaque and largely mute.",Coursera Online Course,Coursera Instructor,neutral,1
167,Bad one. Most of the time he was only giving what is their in the course Mooc 1 2 3etc etc. Irritated,Coursera Online Course,Coursera Instructor,negative,0
168,Very caotic.,Coursera Online Course,Coursera Instructor,negative,0
169,"I liked the course very much, it could focus more on teaching metods during the assigments, but still give us a good material, tips and resourses to engage teaching practices.",Coursera Online Course,Coursera Instructor,neutral,1
170,This Course provides a solid footing in the know-how and application of Macroeconomics Principles in simple and difficult situations. I would recommend this course for anyone who is concerned about the implications their business decisions can make on their reality.,Coursera Online Course,Coursera Instructor,positive,2
171,I really liked the combination of an hands-on approach and some in-depth theory.,Coursera Online Course,Coursera Instructor,positive,2
172,Way to technical,Coursera Online Course,Coursera Instructor,negative,0
173,"Course is a little formulaic, had trouble making my submissions follow the structure outlined but still, I learnt some useful tips and actually got to just write something orderly.Liked some of the visiting speakers (the third speaker who talked about character - mature lady, dark hair) was quite good. So was the first gentleman.Overall, the course is ok but given the strict methodology and requirements for writing, I don't know if I'll make it through the specialisation.Thank you for reading!",Coursera Online Course,Coursera Instructor,negative,0
174,As a beginner course it's okay.Needs to be more competitive and tough.,Coursera Online Course,Coursera Instructor,positive,2
175,The Prof. ever :),Coursera Online Course,Coursera Instructor,positive,2
176,"I have followed 2 courses at the same time: this one and ""HTML, CSS and Javascript"". They are covering the similar topics but this class has fallen short on most of the subject.Lecture time is very little. Short videos, and few of them. Each video is mostly non-focused talking, very few examples and so you don't learn much.By comparison, the other class has a lot of videos, each video is much longer and goes into many examples. Time is spent on focusing on the things to learn, and you get a lot out of it.I am dropping out of this specialization and will follow the other one which I hope will bring good content (unfortunately the following classes are not from the same teacher but from the same university). The following classes from this specialization are from the same teacher, so I don't think things will improve much.",Coursera Online Course,Coursera Instructor,negative,0
177,Quiz isn't challenging enough to validate the understanding of the user taking the course .,Coursera Online Course,Coursera Instructor,neutral,1
178,Very good and systematical introduction to basics.,Coursera Online Course,Coursera Instructor,positive,2
179,"The video lectures provide an introduction to quadrotor flight dynamics and path planning. The lectures are ok.Unfortunately:At least one of the coding assignments has a significant bug in the termination condition. The mentors will ignore any help requests that deal with the bug in their code.The assignments involve a lot of hand tuning of PD controllers. That's a reasonable task to perform once or twice, but it rapidly becomes extremely tedious and detracts from the other materials that are being taught.The final assignment doesn't do a particularly good job evaluating the required test condition.If you do take the course I'd want you to know:You should expect to modify the provided code to fix their bugs.There are no ""gotcha"" quiz questions. If you are confused by getting a question wrong you might want to re-try your answer. There seems to be a bug in the way at least one quiz question is set up.On the final assignment you can modify the simulation step where it makes things run in ""real time"". Removing that step makes the simulation run much more quickly and allows for faster iteration.To conclude:This is a course with a lot of potential, but unless Coursera makes an effort to improve the course I would not recommend it.",Coursera Online Course,Coursera Instructor,negative,0
180,"While the information given by Fran was useful, the part where other artists talk is not presented well.",Coursera Online Course,Coursera Instructor,neutral,1
181,Outdated,Coursera Online Course,Coursera Instructor,negative,0
182,"Thank you for this course, Sir!",Coursera Online Course,Coursera Instructor,positive,2
183,The course is almost about nothing. It seems to me that the teacher didn't make enough preparations and make a lot of mistakes during the couse. After 8 weeks of Arduino-related courses I've got almost nothing new besides first 2 chapters of Arduino Starter Kit book.,Coursera Online Course,Coursera Instructor,negative,0
184,"Really bad course. They don't explain the concepts clearly, the quizzes ambiguously ask things not seen in the videos and the instructor introduces equations without further explanation. The course Autonomous Navigation for Flying Robots (edX) is much better.",Coursera Online Course,Coursera Instructor,negative,0
185,"student needs to read a lot out of this course in order to solve the exercises!the course materials are not enough, and they focus more on images, while this entire course for beginners level, it should be fundamental stuff.overall the course is good but needs more changes",Coursera Online Course,Coursera Instructor,neutral,1
186,"In my honest opinion, the quality of this course is not that high. You can expect to learn some basic syntax of Swift, and that's about it. There are very little material each week, and then you get a quiz, which is not the best form of examination nor for learning. I do not recommend this course.",Coursera Online Course,Coursera Instructor,negative,0
187,"Tutors reading from a teleprompter comes across as robotic, lifeless and boring. We should be told before we do a piece of work that we can only submit it by upgrading, not afterwards!",Coursera Online Course,Coursera Instructor,negative,0
188,Definitely Not for young new front end learners .Lots of things difficult to understand.,Coursera Online Course,Coursera Instructor,neutral,1
189,"Hands down, one of the best courses I've ever taken. Exciting, informative and motivating teaching style!",Coursera Online Course,Coursera Instructor,positive,2
190,I got a good foundation on Machine Learning on which I hope to build. The course is well paced and structured and the weekly deadlines for the assignments have been useful to drive me to keep up and get my assignments done. The one thing I would change is add programming assignments for the last couple of weeks - it is somehow unsatisfying to go through the videos but not practice those concepts.,Coursera Online Course,Coursera Instructor,positive,2
191,Wonderful primer on how to get thinking creatively about data.,Coursera Online Course,Coursera Instructor,positive,2
192,A very well-done introduction to Design Thinking,Coursera Online Course,Coursera Instructor,neutral,1
193,"This course is not set up right, the assignments ask you to do things that aren't explained until the next weeks content, its kind of discouraging. In the end, it does teach you the basics of R, its just too bad that the way to get there is aggravating.The reason I still only give it 2 stars is because of the quality of the courses itself. There are many, many 1 and 2 minute videos, these could've easily been combined. The teacher seems unprepared in his lectures, he stutters and repeats a lot and makes a weird noise between slides. This shouldn't be necessary with pre-recorded lectures. The assignments and quizzes are also poorly written and contain spelling and sloppy mistakes, which doesn't make sense because the material isn't new. It all just makes it seem like the teacher doesn't really care and just wants to sell the course to a lot of people without putting in much effort.If you are not following the specialization I would not advise this course for beginners. I'm quite surprised to see the course get such high ratings.",Coursera Online Course,Coursera Instructor,negative,0
194,"This is in fact the worst course so far. Mainly because of auto grader. Here are my reasons.Actually I did not complete the course at all. But I suddenly got a message saying that I have completed the course. I was working on the first problem of the 4th assignment. I did a provisional submission to see if my answer was right. Auto grader reported the grade for the 3rd assignment and said that I have passed the course. Any submission I did after that was not graded at all.The assignments are not very clear. Looks like I had a older version of the questions while others had a different version. I was stuck in a particular problem because auto grader did not give me a clear feedback as to why I was incorrect. I wasted too much time on this already.The assignments require too much research outside what is covered in the videos. I don't feel that is right. The assignment requires that we research on Stack Overflow and Pandas documentation. I strongly feel that such activities should be performed only outside the course work when we try to solve real world problems. Course assignments should be reasonably given based only the materials covered in video. This was taking too much time.TThe discussion forums are not giving clear hints. When we are stuck in a problem, we are not able to proceed further. I still son't know the answers for certain problems because the coordinators do not explain the answers well. When we complete assignments we don't get to see the instructor's solution.The video instructions were too fast paced. The instructors do not pause and explain critical aspects of the code.Overall I am very disappointed with this course. There are much better videos on Youtube and Lynda than this . I am sorry. I never thought it would be this bad. The first course on Python from University of Michigan was really very good.",Coursera Online Course,Coursera Instructor,negative,0
195,"Very brief , some points are leaved without explanation",Coursera Online Course,Coursera Instructor,negative,0
196,Nice course to learn data science.,Coursera Online Course,Coursera Instructor,positive,2
197,"This is a really weak, and not very smart course compared to the other two in this specialisation (strategy formulation & strategy implementation)",Coursera Online Course,Coursera Instructor,negative,0
198,Tiny lectures and no readings from professional books,Coursera Online Course,Coursera Instructor,negative,0
199,Great introduction to material science :),Coursera Online Course,Coursera Instructor,positive,2
200,"Rather uninteresting presentation. I found it hard to become interested in the course or Kierkegaard after having high hopes of truly enjoying it. The best parts of the lectures were when the instructor was taped at venues pertinent to the course. The peer reviewers were not always fair, in my opinion. I'd spend my time elsewhere, personally, especially since this course was something for my own personal edification and not a requirement.",Coursera Online Course,Coursera Instructor,negative,0
201,"I enjoyed this course. I only wished I had received some feedback from instructors, or someone qualified to give more substantive feedback on the final assignment. I appreciate the peer review, both doing it and receiving it; however, having some feedback from a qualified evaluator is always a formative experience.",Coursera Online Course,Coursera Instructor,positive,2
202,well organized but need more assignments and practical assignments,Coursera Online Course,Coursera Instructor,neutral,1
203,"Great Course. Can gain the essential insights in the field of machine learning and lay a great foundation for more sophisticated topics in this area such as deep learning. Professor Ng shares each concept step by step in a really considerate way. It's a very enjoyable experience for me. Before this course, I have no coding experience at all. It is good for beginners and opens a new window for me.",Coursera Online Course,Coursera Instructor,positive,2
204,"Lightweight and marginally informative. While it is clearly aimed at a lay audience, a deeper presentation of the scientific foundations of the disorder is sorely needed. If you're interested in the etiology of autism, you'll need to look elsewhere.",Coursera Online Course,Coursera Instructor,negative,0
205,"I like the content of the course.However, there are some remarks I want to share.For one of the asssignments I have to create an accout on Soundcloud. I never used it before and do not understand why I should leave somewhere my personal data if I do not plan to use this service in the future. I assume it as direct manipulation and do not like it at all.",Coursera Online Course,Coursera Instructor,neutral,1
206,Pretty boring and quite hard to follow. Not all subjects in the quizzes were covered in the study material provided or in the lessons,Coursera Online Course,Coursera Instructor,negative,0
207,the speech is too fast to be catch up with and doesn't have much useful contents,Coursera Online Course,Coursera Instructor,negative,0
208,"A decent course, perhaps not as interesting as the previous one. But definitely very innovative and informative",Coursera Online Course,Coursera Instructor,neutral,1
209,"A good introduction to design of more complex Scala programs in a functional manner.Left a few things to be desired some places, such as: less legacy from the previous ""reactive programming in scala"" course; a discussion of immutable options for functional reactive programming; and a demonstration of an implicits-based implementation of Functional Reactive Programming, as was mentioned.For the most part a great course though.",Coursera Online Course,Coursera Instructor,positive,2
210,This course seemed a bit spread too thin. Not much real coverage on post-production; mostly just an intro and that was at the expense of more learning on composition.,Coursera Online Course,Coursera Instructor,neutral,1
211,"It's amazing that we live in an age where you can take online classes like this for free.I went from not knowing my way around Ableton to being able to make simple tracks in a few weeks.The course load is pretty light, but it makes it easy to stay motivated and keep up from week to week.The instructor has her quirks, but don't we all. I feel like this course is great for introducing someone who has prior experience with writing music and using DAWs to Ableton Live. However, for someone who already knows the basics of Live, this probably won't be of too much use.",Coursera Online Course,Coursera Instructor,neutral,1
212,Staff are incredibly arrogant bordering on aggressive. The very worst of the pontificating profession - and what we long term learners and educators know to be all too common. I couldn't stand it so I stopped. Would never recommend.,Coursera Online Course,Coursera Instructor,negative,0
213,"It's a well-taught course, and very interesting too",Coursera Online Course,Coursera Instructor,positive,2
214,Very good course for introduction to ML. Must have.,Coursera Online Course,Coursera Instructor,positive,2
215,The lectures tend to be a bit boring. However the hands on assignments give great insight into understanding the basic concepts of game design and narration.,Coursera Online Course,Coursera Instructor,negative,0
216,I found the lessons on cultural aspects were very interesting and well instructed.,Coursera Online Course,Coursera Instructor,positive,2
217,The course was extremely helpful. As a practitioner I will be able to apply my learning in my work with local and state governments and development organisations.,Coursera Online Course,Coursera Instructor,positive,2
218,Doesn't worth the effort. You learn the most by searching online tools each time you encounter a problem while solving a quiz problem or following the steps the instructor did.,Coursera Online Course,Coursera Instructor,negative,0
219,"I think the best quality of this course is that it is a short course, which bolds the most important facts in our mind. It is not like that we don't know them at all, It's just we don't pay much or enough attention.I start using this method from today and I hope it goes well !You should try this course, I think it worth it !",Coursera Online Course,Coursera Instructor,neutral,1
220,"Thank you! It was a great, useful and clear course!",Coursera Online Course,Coursera Instructor,positive,2
221,"The course content itself was good, however the final assignment was vague and confusing. I think my coursemates had the same problem; all of the submissions I reviewed failed to discuss in any way at least one of the learning objectives.",Coursera Online Course,Coursera Instructor,neutral,1
222,"Very shallow coverage, doesnt have the scope to be an entire Course!",Coursera Online Course,Coursera Instructor,negative,0
223,WoW awful presentation but great instructor. I expected much more than this but :(Leveraging employer brand is not compelete :\,Coursera Online Course,Coursera Instructor,negative,0
224,"too short, I prefer that the engineer share a little experience or make more in detail.",Coursera Online Course,Coursera Instructor,neutral,1
225,GOOD!I can learn something about the foundation of Graphic Design.,Coursera Online Course,Coursera Instructor,positive,2
226,"This is a part of the data specialization; from afar, I would not be interested in Machine Learning because of this course. I will seek other methods to learn.",Coursera Online Course,Coursera Instructor,negative,0
227,"Nice, informative, but basic and short.",Coursera Online Course,Coursera Instructor,neutral,1
228,"Nice course. However I do not understand why javascript is treated in a way that separates it absolutely from its web-related applications (it is treated as a general purpose programming language, which it is nowadays, especially once node.js came to the fore, but still - it is primarily web language and it would be better to treat it as such, even more so when the rest of the course is focused on html and css.",Coursera Online Course,Coursera Instructor,positive,2
229,Someone who doesnt pay doesnt really participate in this course,Coursera Online Course,Coursera Instructor,negative,0
230,"Very good course for basic physics. If you're looking for a physic course to build the base for Mechanical Engineering, highly recommend this one.",Coursera Online Course,Coursera Instructor,negative,0
231,"Another very interesting course,challenging but fun. I also love the interviews with prominent people from the IT world.Looking forward to the next stage.",Coursera Online Course,Coursera Instructor,positive,2
232,Only part 3 was partly interesting and usefull. All the rest is vain.,Coursera Online Course,Coursera Instructor,negative,0
233,I did not like the teacher but I did like the course material.,Coursera Online Course,Coursera Instructor,negative,0
234,It seemed this course was a teaser to get people to enroll in/pay money to join the dogcognition program at Duke. I realized this in week 2 and did not continue the course.,Coursera Online Course,Coursera Instructor,negative,0
235,"Would have welcomed more or longer lectures, and more variety in the assignments.",Coursera Online Course,Coursera Instructor,neutral,1
236,Thank you for this course! It was very engaging. The instructor's explanations were clear and the demonstrations were excellent.,Coursera Online Course,Coursera Instructor,positive,2
237,"it provides me a lot new point of view knowledge , and it broads my eyes of view, and i appreciate the astonishing new ideas and concepts.",Coursera Online Course,Coursera Instructor,positive,2
238,"I learned a lot and I'm very happy, Andrew you are awesome thank you so much!",Coursera Online Course,Coursera Instructor,positive,2
239,"Generic history information, nothing to teach really. completed the tests about ios and android without even watching the videos.",Coursera Online Course,Coursera Instructor,negative,0
240,"A total waste of time -- not challenging at all in any aspect. It was quite funny that many word problems were identical with only some parameters changing :) Buckeyes... please, try harder next time :)",Coursera Online Course,Coursera Instructor,negative,0
241,"Very boring, not engaging at all. uses the phrase ""you know"" and ""um"" too much",Coursera Online Course,Coursera Instructor,negative,0
242,Too much focus on technicalities - not management based.,Coursera Online Course,Coursera Instructor,negative,0
243,"The whole eco-system is based on Graphlab create which is not very commonly used in the industry. The ""Programming assignments"" are very much like the exercise done in the videos - so no real thought and effort were needed. The Deep learning part is really bad thought and bad examined.",Coursera Online Course,Coursera Instructor,neutral,1
244,This course was great and the instructor was very helpful. Peer comments also helped me to improve my techniques throughout the course.,Coursera Online Course,Coursera Instructor,positive,2
245,"i generally think the course needs a lot of improvement as after week 1 the assignments and quizzes don't seem to relate to the course content. we are at very different levels so a more gentle easing and explanation of ideas is necessary other than this apparent quantum leap from one stage to the next. i have had to do a different course else where and i am getting the sort of good introduction into the R language, its not practical to expect everyone to understand the ideas in 4 weeks.programming is hard enough as it is.",Coursera Online Course,Coursera Instructor,negative,0
246,"Some instructions of the programming assignments are not all that clear, which wasted me a lot of time.",Coursera Online Course,Coursera Instructor,neutral,1
247,The teacher could be more enthusiastic because sometimes it turned boring.,Coursera Online Course,Coursera Instructor,neutral,1
248,"The material on graph analytics was of introductory level. A string of interesting ideas, with unclear explanations. The lesson on GraphX was basically a copy-paste introduction to it's abilities without actually teaching how to use it. The transcripts are full of mistakes. Someone not proficient in English or hard of hearing would be confused by them. It was somewhat difficult to understand the main lecturer. The best part was the explanation of Neo4j - and it was at an introductory level. A disappointment.",Coursera Online Course,Coursera Instructor,negative,0
249,"While this course seems to have potential, there are many aspects of it that don't result in a great learning experience. The course resources comprise of videos and notes. The videos are informative but the notes are fairly lacking. Perhaps the biggest issue that I found with this course was the disconnect between the material covered in the videos and that which was tested on the quizzes. Often times the quiz questions were either painfully easy or worded in such a way that was not verifiable in any of the class resources. As a result, confusion occurred sometimes more often than true learning. A topic such as missing data is naturally very complex and I wouldn't expect a short course on Coursera to be able to adequately cover it. However, I do think that a lot more could be done to improve the value of this course even if that means changing the scope of the materials. Also, the lack of responsiveness to issues raised on the forum and issue-reporting buttons was a disappointment.",Coursera Online Course,Coursera Instructor,negative,0
250,"I think the professor is clear an concise (I know, the word ""clear"" is not easy to define). The content is very interesting, and definitely relevant. It might be so that I won't use EVERYTHING I learned here in my daily life, but I definitely have tools to provide better arguments, and debate other people's arguments.Some parts of the course are heavy, but with a little bit of effort and dedication, one can follow.",Coursera Online Course,Coursera Instructor,positive,2
251,Pretty good intro into accessing web data. Should be updated to use python 3 in my opinion since this is for new python users. Most of the course is useless to me because python 2 and python 3 are very different with beautiful soup and this and that.,Coursera Online Course,Coursera Instructor,neutral,1
252,This is a great source for new ideas in how to built fine products.,Coursera Online Course,Coursera Instructor,positive,2
253,Assignments were just not that challenging except first one,Coursera Online Course,Coursera Instructor,neutral,1
254,"Great course, very hands-on approach to learning.",Coursera Online Course,Coursera Instructor,positive,2
255,the equations/math could have been delivered in a much better way,Coursera Online Course,Coursera Instructor,neutral,1
256,Actually I like the videos. The school is so dynamic! I love it!Just not that systematic. The structure of this course is kind of loose.,Coursera Online Course,Coursera Instructor,neutral,1
257,"It is very helpful and interesting, especially the lessons are short and interesting and quiz makes it further easy and Memorable. thanks for such a nice course. Now i came China and practicing this with my lab fellows.",Coursera Online Course,Coursera Instructor,positive,2
258,Very good! I want know a qualitative approach.,Coursera Online Course,Coursera Instructor,positive,2
259,79 USD? just to be able to submit peer-graded assignments... talk about greed,Coursera Online Course,Coursera Instructor,negative,0
260,"Compared to the previous courses in this specialization I found this a tough course. Calculating the big-O for yourself wasn't easy. The descriptions of the applications #1 and #2 were not very clear to me at the start (probably because English is not my first language). Some sentences I had to read several times before I understand what was asked. But the things I learned are useful and I am definitely sure that what I have learned here I can use in my work as software engineer. Thank you Luay, Scott and Joe for another excellent course.",Coursera Online Course,Coursera Instructor,positive,2
261,Great course. Everyone interested on a scientific comprehension of buddhism and mindfulness should take it.,Coursera Online Course,Coursera Instructor,positive,2
262,"Beautiful made lecture. (Be so kind to excuse my miserable English. It is still under construction)After I had to change my proficiency, from being a truck driver to a total different job type by doing sales on telephone, my new boss (new and different company) urged me. She urged me, to invest in my private time learning how to make money on the phone. Instead of irritating potential customers by doing weird offers.After a good while of understanding, why is the other side willing to invest in products, my wage is remarkably higher. By compare of some weeks before.I understand also, to invest in ideas which are worth to pay for. And I started with one bought book to learn ""Game Theory 101: The Complete Textbook"". The other two books are introduced by Prof. Barry Nielbuff.Yes, my QUIZZ-answers are WRONG. Nevertheless I learn what is going on. And that helps me doing a much better job. With great fun.Just want to say ...... Thank you all.",Coursera Online Course,Coursera Instructor,positive,2
263,"Very poor .........Never expected this from COURSERA. The person is just reading the slides, there is no learning action taking place",Coursera Online Course,Coursera Instructor,negative,0
264,"Thank you very much for this course, i have a hospitality background and always wanted to learn about luxury companies and this course definitely helped! Great job!",Coursera Online Course,Coursera Instructor,positive,2
265,"As a guest writer for over 2 years and writing 70+ articles, with no prior formal training, I found this to be very refreshing to understand key concepts of journalism, especially on fairness, accuracy to promote credibility.This is a good course for those who not only beginners but people who written before and want to hone their values and concepts in journalism.",Coursera Online Course,Coursera Instructor,positive,2
266,"A solid course, let down by quality issues in the last two modules. I hope these are fixed soon because it would make this a top notch course...",Coursera Online Course,Coursera Instructor,neutral,1
267,was not as good as previous courses in this specialisation,Coursera Online Course,Coursera Instructor,negative,0
268,"The quizes do not match a 100% with the lecture videos. There are some weird questions. My algorithms' outputs deviate from answers some times, which is due to different software versions. Quizes are not very educating this time. Courses by Brian Caffo were much better.",Coursera Online Course,Coursera Instructor,neutral,1
269,Course content and assignments were difficult to follow. Loads of statistical content along with high-level R content means it was probably the toughest of the 4 I have taken so far in the Coursetrack.,Coursera Online Course,Coursera Instructor,negative,0
270,"Seemed like a ""ghost"" course, issues reported with the swirl package, duplicate questions in the final assessment, where is the instructor ?",Coursera Online Course,Coursera Instructor,negative,0
271,"Great introductory course into the world of Data Science, Git and R!",Coursera Online Course,Coursera Instructor,positive,2
272,Mentor review for the final project takes long time to be completed.,Coursera Online Course,Coursera Instructor,positive,2
273,The materials covered are not enough to fully explore the topics. Should include much more detailed explanations especially when explaining some of the complex algorithms.,Coursera Online Course,Coursera Instructor,neutral,1
274,"Though the course itself is introductory in nature, i wish there was a lecture on what and how exactly are these going to be useful with the help of a real life example and also an increase in the depth of the content.",Coursera Online Course,Coursera Instructor,neutral,1
275,I did not find this helpful for a complete beginner. I will try an alternative course!,Coursera Online Course,Coursera Instructor,negative,0
276,This is a good fundamental course. Colleen is a great teacher and I like her unique teaching style and viewpoint.,Coursera Online Course,Coursera Instructor,neutral,1
277,A little heavy on the biology side,Coursera Online Course,Coursera Instructor,neutral,1
278,Absolutely Amazing course!!! best on Machine Learning for beginners...,Coursera Online Course,Coursera Instructor,positive,2
279,"This course has very good content, which helps in understanding what machine learning is, how to write ML algorithms, how to evaluate them and improve their efficiency.",Coursera Online Course,Coursera Instructor,positive,2
280,Not really helpfull,Coursera Online Course,Coursera Instructor,negative,0
281,"Poor lectures, inaccurate and incomplete information. Narrative about changing colors is reminiscent of Sal Khan. I just can't listen to any more of this.",Coursera Online Course,Coursera Instructor,negative,0
282,"The language is clear. The video edition is fine. The mathematical parts were illustrated fantastically. In my case , practice made master, meaning that I saw the videos several times and searched on wikipedia and googled words a few times. Maybe some ideas would've been better understood if it had been included the use of a special software such as AFNI or SPM, that's why I didn't give the five stars to the course.",Coursera Online Course,Coursera Instructor,positive,2
283,the professor was a little bit dry and repetitive but otherwise the content was interesting!,Coursera Online Course,Coursera Instructor,neutral,1
284,really basic course. The second lecturer is disappointing.....,Coursera Online Course,Coursera Instructor,negative,0
285,"Feels like this course in the specialization was a bit rushed, compared to the first 3 courses. It had 2 modules (first & last) that were more like placeholders and the middle 4 modules went from concept to the maths behind the algorithm very quickly. It needs a bit of work on expanding the course and presenting a bit more slowly. Having said all that, the concepts and algorithms taught are very interesting and a good first step into the unsupervised learning section.",Coursera Online Course,Coursera Instructor,neutral,1
286,This will probably be the worst course in the specialization and for good reason. The entire course is designed to overload you with terminology to get you up to speed for the follow courses. As a result this is a pretty bland and boring 4 weeks. The assignments feel like tedious filler an a lot of the questions in them are very poorly worded. The saving grace is that the course is just 4 weeks and can be completed in a fairly short amount of time.,Coursera Online Course,Coursera Instructor,negative,0
287,"Interesting concepts. The instructor is knowledgeable. As an organizational development practitioners, I found it very academic relative to the terms used and examples given. In some cases, I had to translate the terms used to every day layman language to really understand the concepts as they would apply in my day-to-day work.",Coursera Online Course,Coursera Instructor,neutral,1
288,"The instructer is not fluid, a ""mentor"" is devoid of critical thinking in communicating through the discussions section, the peers are reviewing haphazardly while ""mentors"" offer their own essays (from the past?) where they use material outside of the course readings which may sound plagiarizing after that long warning in each introductory section for writing assignements.",Coursera Online Course,Coursera Instructor,neutral,1
289,There must be something wrong to spend time on google&wiki much more than the course content.,Coursera Online Course,Coursera Instructor,neutral,1
290,Very easy to follow yet imparts a deep understanding of the subject.,Coursera Online Course,Coursera Instructor,positive,2
291,gives us the corefoundation of starting a career in game design,Coursera Online Course,Coursera Instructor,positive,2
292,boring assignments,Coursera Online Course,Coursera Instructor,negative,0
293,"Good material, ,but VERY sloppy in MS Excel handouts. Lot's of mistakes which confused the student. Please do better job of QA before posting these documents.",Coursera Online Course,Coursera Instructor,neutral,1
294,I wish the teachers would go more into how to come up with solutions to the functional problems.,Coursera Online Course,Coursera Instructor,negative,0
295,"Excellent course with relevant content, good directions and easy to grasp.",Coursera Online Course,Coursera Instructor,positive,2
296,It's way to easy to be a separate course. It should be part of R Programming.,Coursera Online Course,Coursera Instructor,neutral,1
297,Enlightening confluence of evolutionary psychology and Buddhism. I found it particularly helpfully in going further with my meditations and having a deeper understanding of the way it works.,Coursera Online Course,Coursera Instructor,positive,2
