id,text,course,teacher,label,topics,language,source,source_label
152,So basically it cuts off. It's like it gives you part of the information and then drops off. They also speed through it much like my old math teacher in college whcih caused 73% of the class to drop. Now I'm in them mist of it Paid for blue host. Paid for my web name and it looks like I'm going to have to pay someone to finish it. So bascially what I got was a bunch of added on expenses and still no web site. I would not recommend this course.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
153,Pretty good intro into accessing web data. Should be updated to use python 3 in my opinion since this is for new python users. Most of the course is useless to me because python 2 and python 3 are very different with beautiful soup and this and that.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
154,GOOD!I can learn something about the foundation of Graphic Design.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
155,10/10 would program again,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
156,This was a great course and I wasn't expecting to learn as much as I did. Prof. Chaikin is one of the most clear and concise teachers I've had the pleasure to have. The quality of the course is awesome and I recommend it to anyone who wants to get a grasp of Web Development.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
157,"The course contains some interesting insights on writing a scientific paper. What I like about the course is that it is given by graduate students. But this is also a drawback. Sometimes, the material seems too simplistic.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
158,"This is a part of the data specialization; from afar, I would not be interested in Machine Learning because of this course. I will seek other methods to learn.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
159,Love the clarity of the instructors deliver which is supported by great explanations and most importantly visual aids & demonstrations.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
160,"A decent course, perhaps not as interesting as the previous one. But definitely very innovative and informative",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
161,"None of the previous classes will prepare you for this one. This is not really a class, but rather a project on a topic NEVER covered in any of the previous classes in this specialization.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
162,"Very good course even for beginner, who has to do a bit more homework to find out things that are expected to be commanded already. But after the course I can say that I already know a bit of disciplined java programming.",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
163,"Although Parham Aarabi is listed as the professor throughout this specialization, it's a bit of a bait-and-switch. Prof Aarabi is an award-winning professor at U of Toronto, but it turns out he knows little about iOS and has Jack Wu teach most of the material. Jack Wu is probably a heck of a developer but he's a terrible instructor. This class is the best of the three in the specialization because Mike Spears does a pretty good job with the sections he teaches.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
164,Very professionally presented. If I had the money I would enroll in the Master program!,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
165,"Some instructions of the programming assignments are not all that clear, which wasted me a lot of time.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
166,"Instructor seems uninterested or bored. Sometimes he only reads the slides without adding anything else to the content. Others, he goes quickly through a slide without any time to digest the information. Overall, intro level concepts are ok, but specifics about creation or handling of tools is left without deeper explanation",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
167,"I was really disappointed with this course. I took the other courses from Brian Caffo and truly enjoyed them. For the previous courses, I've always used the books and they helped me tremendously to be able to comprehend the material. There is a book for Regression Models but but it's a real mess. It feels like a draft that no one cared to take a second look. There is a bunch of wrong code and typos. The explanation doesn't go as far as it should. I had to resort to many different sources just to be able to get by the course. I hope the instructors review this course soon because it does not have the same quality as others. If they don't review it, don't bother paying for it. Try learning Regression Models elsewhere.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
168,Course content and assignments were difficult to follow. Loads of statistical content along with high-level R content means it was probably the toughest of the 4 I have taken so far in the Coursetrack.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
169,a bit tough and abstract but it is worth the effortreally gets you up to speed with current NN methods,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
170,This will probably be the worst course in the specialization and for good reason. The entire course is designed to overload you with terminology to get you up to speed for the follow courses. As a result this is a pretty bland and boring 4 weeks. The assignments feel like tedious filler an a lot of the questions in them are very poorly worded. The saving grace is that the course is just 4 weeks and can be completed in a fairly short amount of time.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
171,Actually I like the videos. The school is so dynamic! I love it!Just not that systematic. The structure of this course is kind of loose.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
172,"I have taken several MOOCs from several Universities and think that the Dutch ones (Universiteit Amsterdam & Universiteit Leiden) are amongst the best. I used to live in Leiden so I must confess as little personal bias, but what I really applaud is the way that the instructors actively encourage you to find out more than what's just required to obtain a pass mark. I think I'm now quite an expert on Volcanoes!",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
173,"Enjoyable, thank you !",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
174,"I'm several months into this specialization. It seems to practice little of what it preaches in its design and pedagogy. I've paused repeatedly because I find the whole experience needlessly clunky and frustrating, and I rarely feel like I've learned much at the end of the assignments. I often wonder if anyone on the UCSD/Coursera side ever actually tries to complete the assignments. The quiz is missing key links and the questions read as if they were written by someone who's first language is not English. Pretty sloppy effort.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
175,"Went in a slow pace. Enjoyed the modules, especially final assignment.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
176,"It is a good course, but the quiz/exercises are very difficult, and sometimes, unrelated to the topics",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
177,looks good ...lets see how much of help it can be to me Thanks coursera,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
178,really basic course. The second lecturer is disappointing.....,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
179,"This course is not set up right, the assignments ask you to do things that aren't explained until the next weeks content, its kind of discouraging. In the end, it does teach you the basics of R, its just too bad that the way to get there is aggravating.The reason I still only give it 2 stars is because of the quality of the courses itself. There are many, many 1 and 2 minute videos, these could've easily been combined. The teacher seems unprepared in his lectures, he stutters and repeats a lot and makes a weird noise between slides. This shouldn't be necessary with pre-recorded lectures. The assignments and quizzes are also poorly written and contain spelling and sloppy mistakes, which doesn't make sense because the material isn't new. It all just makes it seem like the teacher doesn't really care and just wants to sell the course to a lot of people without putting in much effort.If you are not following the specialization I would not advise this course for beginners. I'm quite surprised to see the course get such high ratings.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
180,"Should have talked about how German and other European industries used forced labour for their benefit. Siemens is still involved in lawsuits about this and is on the news now.Please also talk about IBM's involvement in helping Nazi's with punch cards to help organise the millions of jews and other races they murderedArt theft is something thats really interesting that was not touched upon. THe german govt is now providing subsidies to art owners who wish to examine the provenance of the art they own so that it can be returned to the heirs of the rightful ownersInvolvement of Swiss (while being neutral) in banking and financial support to Nazis and exploitation of Jews is something that missing here. Numbered accounts were created to help jews send their money abroad without being detected, but their heirs could never get the money back",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
181,"Course material was highly relevant, and well put-together. Videos were well done.",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
182,This course not only motivated me to get into machine learning but also made me aware how easy it is to learn online.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
183,As a beginner course it's okay.Needs to be more competitive and tough.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
184,"Very basic, the 'hands on' exercises are not very hands on and do not actually add much value",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
185,"I was somewhat disappointed in this course as I expected much more ""practice"". The assignments did not have you actually perform any analytics activities. The course materials seem very out of date considering how much things change in the digital age. Reading Blogger posts from 2006 on a Blogger blog that hasn't been updated since 2012 is not forward thinking in my view. Yes, things don't always change, but the face of analytics changes daily.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
186,"This course was a positive surprise! Professor Hare is a really good lecturer, you can feel his energy even if it's all recorded and the course is very well structured (and does not take too much time). I'm a dog lover and owner (I have 2 dogs), but I would strongly recommend this course to anyone who is interested in extending ones common knowledge, plus, it is a very interesting topic to bring up when networking as well as a conversations starter!Thanks for an awesome course!",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
187,"Perhaps it's just that I'm not a part of the target audience of this course, but I am deeply dissatisfied with it. Aside from a couple of rare interviews and old video records [which admittedly were very interesting, though too few], I found nothing of value that cannot be learned by reading Wikipedia or other easily accessible sources. The course is pretty light on technical details and there could [and perhaps should] have been much more beyond-the-scenes content, as well as references to specific documents and events in order to justify this course's existence.In other words, if you are a techie and are indeed interested in this topic, chances are that you already know most of the material taught.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
188,Good introduction to PM,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
189,79 USD? just to be able to submit peer-graded assignments... talk about greed,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
190,"Good course for beginners, but those with higher levels of nutrition knowledge will likely: 1. Find it way too easy; 2. Find that the recipes actually contain rather unhealthy ingredients (e.g., always avoid butter--too unhealthy); and 3. Find the lack of vegetarian, vegan, low-carb, and other diet-lifestyles discouraging.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
191,"The class was a helpful intro to pandas. But it was not as much a class as it was a series of homework assignments and the student painstakingly looking things up on stackoverflow. In the end, i am positive I got the correct answers using a horrible coding method and will never see the correct solutions. There should be a little bit more handholding in order for the student to learn the concepts. Otherwise, I might just throw a class up on coursera, give the link to docs.python.org, tell the students to read it and then they will be experts at python.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
192,The course is almost about nothing. It seems to me that the teacher didn't make enough preparations and make a lot of mistakes during the couse. After 8 weeks of Arduino-related courses I've got almost nothing new besides first 2 chapters of Arduino Starter Kit book.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
193,At the beginning I wasn't sure about the teacher but he turned out to be amazing!,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
194,"it provides me a lot new point of view knowledge , and it broads my eyes of view, and i appreciate the astonishing new ideas and concepts.",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
195,Good and clear content. A bit from an American point of view... I missed some in depth explanation (like the class of the nerv-system or the Glycemic index). Overall easy to watch and good lessons.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
196,Amazing course! One thing I can recommend is maybe a place for time management. Simply because I attempted to use what the course has taught me but I simply didn't have enough time.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
197,"I don't mean to be harsh, but this course is increibly boring and sluggish. The reading material is heavy, the lecturers speak so slowly and dispassionately that it's impossible to engage with the subject.I'm sure that there is really good content here, but I couldn't find it.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
198,Should state up front that there is no auditing. Unable to continue this course without Upgrading.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
199,"While this course seems to have potential, there are many aspects of it that don't result in a great learning experience. The course resources comprise of videos and notes. The videos are informative but the notes are fairly lacking. Perhaps the biggest issue that I found with this course was the disconnect between the material covered in the videos and that which was tested on the quizzes. Often times the quiz questions were either painfully easy or worded in such a way that was not verifiable in any of the class resources. As a result, confusion occurred sometimes more often than true learning. A topic such as missing data is naturally very complex and I wouldn't expect a short course on Coursera to be able to adequately cover it. However, I do think that a lot more could be done to improve the value of this course even if that means changing the scope of the materials. Also, the lack of responsiveness to issues raised on the forum and issue-reporting buttons was a disappointment.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
200,Too much focus on technicalities - not management based.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
201,This course doesn't help much,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
202,It seemed this course was a teaser to get people to enroll in/pay money to join the dogcognition program at Duke. I realized this in week 2 and did not continue the course.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
203,Perfect guided course. The only handicap to me is the accent of the speaking English. I hardly understand what they are saying without subtitles.Thx for your all precious effort.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
204,Great course. Everyone interested on a scientific comprehension of buddhism and mindfulness should take it.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
205,very good first step to public health,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
206,"The most weak part is automatical grading. When structure and semantics are essential, text inside tag is not, guessing if exists space between elements isn't acceptable as well. Also it's difficult to check when long code snippets should be pasted as plan text in short text field. Better to use file uploading with required snippet. For me also not enough accent was on html 5 features with dedicated examples how use new tags and attributes.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
207,The course was extremely helpful. As a practitioner I will be able to apply my learning in my work with local and state governments and development organisations.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
208,A superb in depth study!,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
209,"I really enjoyed the first two weeks. When it came to JavaScript I couldn't follow, so much information was missing and lessons were not clear anymore. I understand that the goal was to teach the most in a short time but this was not the right approach.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
210,"This course lacks a level of professionalism. The splicing of the videos is bad, and for me actual video of how t",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
211,"Poor lectures, inaccurate and incomplete information. Narrative about changing colors is reminiscent of Sal Khan. I just can't listen to any more of this.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
212,Someone who doesnt pay doesnt really participate in this course,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
213,"Very good course for basic physics. If you're looking for a physic course to build the base for Mechanical Engineering, highly recommend this one.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
214,Videos from previuos version of the course Reactive programming in Scala makes this course worse prepared. I had impression that it was made rushed from shredded pieces. Assignements are easier than previous,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
215,Great hands on examples! Really enjoyed the Neo4j and GraphX Hands On,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
216,A very well-done introduction to Design Thinking,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
217,"Generic history information, nothing to teach really. completed the tests about ios and android without even watching the videos.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
218,"excellent course, helpful guiding and explanations, as well as suprisingly funny - Dr chuck is halrious",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
219,"Cloud Computing and CDN courses were perfect. However, Big Data details was not very clear to me, the general idea was clear though.",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
220,"The course is not bad, but I felt that it was just a collection of common sense advice.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
221,I feel content of the presentation need to improve. Second the voice quality also need some improvement it was not clear. It was looking as if some one behind the screen is just reading the slide content. Please elaborate each points mentioned in the slide. In some slides the end content was skipped.Better would be if some person is always present on the screen. It grabs the attention of the listener.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
222,"Good. One more written assignment would have been good (the one in week 2 was great), and perhaps more incentives or reminders to use the forum. Some of the reading seemed rather hard going and academic and theoretical, but the course was good as an intro to issues related to public policy, getting to know the keywords used, and showing the systemic shifts in cities over the last 2 decades towards a more multi stakeholder approach for a more decarbonated economy.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
223,"It's amazing that we live in an age where you can take online classes like this for free.I went from not knowing my way around Ableton to being able to make simple tracks in a few weeks.The course load is pretty light, but it makes it easy to stay motivated and keep up from week to week.The instructor has her quirks, but don't we all. I feel like this course is great for introducing someone who has prior experience with writing music and using DAWs to Ableton Live. However, for someone who already knows the basics of Live, this probably won't be of too much use.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
224,This is a good fundamental course. Colleen is a great teacher and I like her unique teaching style and viewpoint.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
225,"This has been a wonderful course. It not only equips one with financial knowledge for the corporate world but on a personal level. I believe that through this course, I have placed in a better position to make sound investment decisions. The course is worth repeating",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
226,"Easier than expected. Much was common sense, although it was well put together.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
227,"Very boring, not engaging at all. uses the phrase ""you know"" and ""um"" too much",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
228,Very good and systematical introduction to basics.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
229,"Sense of humour is off-putting. Tone is unnecessarily childish (""Python is yelling at you""). Key ideas are unmotivated (just trust me, functions are useful!). Includes line of code impossible to understand in earlier videos (e.g. loops appear in earlier weeks). Office hours just seem like professor showing off all the places he goes to. I enjoyed the interviews with people discussing their work or history.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
230,"Nice form, shallow content. Simply too simple. Beware: upgrade / fee required for last two exams.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
231,There must be something wrong to spend time on google&wiki much more than the course content.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
232,"In my honest opinion, the quality of this course is not that high. You can expect to learn some basic syntax of Swift, and that's about it. There are very little material each week, and then you get a quiz, which is not the best form of examination nor for learning. I do not recommend this course.",Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
233,"This is a great course for everyone, I am a 28 year old Industrial and Systems Engineer about to start an MBA program in one of the most recognized Universities in Europe, and I am sure the tips and tricks taught in this course by Barbara and Terry will be of great help for this new endevour and the rest of my life without a doubt. I recommend this course to anyone who wants to keep learning anything the rest of their lives! This should be the very first thing teachers teach in school! I´ve been learning wrong all of my life. Thank you for sharing your knowledge and keep up the good work! Best Regards. JCC",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
234,not upto the mark.Not meant for intelligent students,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
235,"Thank you for this course, Sir!",Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
236,The first two assignments certainly tested knowledge of the subject however the last two assignmnets were lacking. Good course that does what it is supposed to do. More feedback from test cases would be very helpful.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
237,Great Course! The teachers are very nice and patient. It is very friendly to students with little experience.,Coursera Online Course,Coursera Instructor,positive,,en,coursera,2
238,Could go a little more in detail on the algorithms.,Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
239,Doesn't worth the effort. You learn the most by searching online tools each time you encounter a problem while solving a quiz problem or following the steps the instructor did.,Coursera Online Course,Coursera Instructor,negative,,en,coursera,0
240,"The course is a well thought and masterfully set of lessons on the main principle of journalism: it talks ethics starting from maybe old concepts that surprisingly are still fitting today.Being a basic course, it is very easy to follow and finish. Quizzes are alternating between very good and very bad. Tough ethical decisions and a space to discuss them is a really great thing, but peer grading two phrases essays with only the ability of telling yes or no doesn't make for a good use of the crowdsourcing the very course is advocating.The videos seem to have been made with an indecent knowledge of the technology, especially for journalists who are supposed to use it daily; green screens were used so badly as some parts of the professors ""spark white"", and slides are often cut away and put back in view while the teacher is talking about it, which was downright infuriating.It still qualifies for a very good opening course in journalism, but needs serious improvement.",Coursera Online Course,Coursera Instructor,neutral,,en,coursera,1
